conference,gender,name,image_urls,year
OSCON,male,Homer Hummel,,2008
OSCON,male,Howard Abrams,,2009
OSCON,male,Howard Lewis Ship,,2005
OSCON,male,Howard Lewis Ship,,2006
OSCON,male,Howard Lewis Ship,,2007
OSCON,male,Howard Lewis Ship,,2009
OSCON,male,Howard Lewis Ship,,2010
OSCON,male,Hugh Creedon,,2010
OSCON,male,Hugo van der Sanden,,2002
OSCON,male,Ian Darwin,,2001
OSCON,male,Ian Dees,,2009
OSCON,male,Ian Dees,,2012
OSCON,male,Ian Dees,,2013
OSCON,male,Ian Kallen,,2002
OSCON,male,Ian Langworth,,2005
OSCON,male,Ian McKellar,,2005
OSCON,male,Ian Murdock,,2003
OSCON,male,Ian Murdock,,2007
OSCON,male,Ian Plosker,,2012
OSCON,male,Ian Skerrett,,2013
OSCON,male,Ian Wilkes,,2006
OSCON,male,Ilan Rabinovitch,,2009
OSCON,male,Ilia Alshanetsky,,2005
OSCON,male,Ilya Grigorik,,2010
OSCON,male,Irving Popovetsky,,2009
OSCON,male,Irwin Gross,,2006
OSCON,male,Itamar Shtull-Trauring,,2003
OSCON,male,J Aaron Farr,,2006
OSCON,male,J Aaron Farr,,2008
OSCON,male,Jack Emery,,2003
OSCON,male,Jack Herrington,,2004
OSCON,male,Jack Moffitt,,2009
OSCON,male,Jacob Babbin,,2005
OSCON,male,Jacob Harris,,2007
OSCON,male,Jacob Kaplan-Moss,,2006
OSCON,male,Jacob Kaplan-Moss,,2007
OSCON,male,Jacob Kaplan-Moss,,2008
OSCON,male,Jacob Kaplan-Moss,,2009
OSCON,male,Jacob Kaplan-Moss,,2010
OSCON,male,Jacob Kaplan-Moss,,2011
OSCON,male,Jacob Kaplan-Moss,,2012
OSCON,male,Jacob Rus,,2008
OSCON,male,Jacob Swanner,,2010
OSCON,male,Jacob Taylor,,2005
OSCON,male,Jacob Thornton,,2012
OSCON,male,Jacques Nadeau,,2013
OSCON,male,James A. Duncan,,2003
OSCON,male,James A. Duncan,,2004
OSCON,male,James A. Duncan,,2005
OSCON,male,James A. Duncan,,2007
OSCON,male,James Barry,,2001
OSCON,male,James Bottomley,,2010
OSCON,male,James Briggs,,2001
OSCON,male,James Casey,,2013
OSCON,male,James Duncan,,2010
OSCON,male,James Duncan Davidson,,2002
OSCON,male,James Falkner,,2011
OSCON,male,James Fulton,,2001
OSCON,male,James Fulton,,2002
OSCON,male,James G. Smith,,2001
OSCON,male,James Howison,,2006
OSCON,male,James Jones,,2006
OSCON,male,James Larsson,,2007
OSCON,male,James Loope,,2011
OSCON,male,James Pannacciulli,,2014
OSCON,male,James Pearce,,2014
OSCON,male,James Reinders,,2007
OSCON,male,James Reynolds,,2003
OSCON,male,James Stanger,,2008
OSCON,male,James Strachan,,2004
OSCON,male,James Tauber,,2001
OSCON,male,James Tauber,,2010
OSCON,male,James Tauber,,2014
OSCON,male,James T. Hennig,,2001
OSCON,male,James Tillman,,2009
OSCON,male,James Turnbull,,2008
OSCON,male,James Turnbull,,2010
OSCON,male,James Turnbull,,2011
OSCON,male,James Turnbull,,2012
OSCON,male,James Turnbull,,2013
OSCON,male,James Turnbull,,2014
OSCON,male,James Turner,,2009
OSCON,male,James Turner,,2014
OSCON,male,James Urquhart,,2010
OSCON,male,James  Urquhart,,2013
OSCON,male,James Walker,,2009
OSCON,male,James Ward,,2007
OSCON,male,James Ward,,2008
OSCON,male,James Ward,,2012
OSCON,male,James Ward,,2013
OSCON,male,James Ward,,2014
OSCON,male,Jamey Sharp,,2006
OSCON,male,Jan Dubois,,2001
OSCON,male,Jan Dubois,,2002
OSCON,male,Jan Lehnardt,,2008
OSCON,male,Jan Wedekind,,2008
OSCON,male,Jan Wieck,,2004
OSCON,male,Jared Richardson,,2007
OSCON,male,Jared Smith,,2012
OSCON,male,Jared Smith,,2013
OSCON,male,Jarkko Hietaniemi,,2001
OSCON,male,Jarkko Hietaniemi,,2002
OSCON,male,Jaron Rubenstein,,2001
OSCON,male,Jarret Raim,,2014
OSCON,male,Jason Allen,,2007
OSCON,male,Jason Asbahr,,2001
OSCON,male,Jason Asbahr,,2002
OSCON,male,Jason Brittain,,2002
OSCON,male,Jason Brittain,,2003
OSCON,male,Jason Brittain,,2010
OSCON,male,Jason Brittain,,2013
OSCON,male,Jason Cannavale,,2011
OSCON,male,Jason Cook,,2013
OSCON,male,Jason Dixon,,2005
OSCON,male,Jason Douglas,,2009
OSCON,male,Jason Evans,,2002
OSCON,male,Jason Evans,,2011
OSCON,male,Jason Evans,,2012
OSCON,male,Jason Ford,,2009
OSCON,male,Jason Goldwater,,2011
OSCON,male,Jason Grigsby,,2008
OSCON,male,Jason Hall,,2012
OSCON,male,Jason Hall,,2013
OSCON,male,Jason Hibbets,,2014
OSCON,male,Jason Hoekstra,,2013
OSCON,male,Jason Hunter,,2001
OSCON,male,Jason Hunter,,2002
OSCON,male,Jason Hunter,,2003
OSCON,male,Jason Hunter,,2004
OSCON,male,Jason Hunter,,2005
OSCON,male,Jason Hunter,,2008
OSCON,male,Jason Johnson,,2013
OSCON,male,Jason Kridner,,2012
OSCON,male,Jason Kridner,,2013
OSCON,male,Jason Levitt,,2008
OSCON,male,Jason Levitt,,2010
OSCON,male,Jason Levitt,,2012
OSCON,male,Jason Levitt,,2013
OSCON,male,Jason Matusow,,2002
OSCON,male,Jason Matusow,,2003
OSCON,male,Jason Matusow,,2004
OSCON,male,Jason Mauer,,2006
OSCON,male,Jason Reid,,2002
OSCON,male,"Jason Robbins, Ph.D.",,2002
OSCON,male,Jason Rudolph,,2014
OSCON,male,Jason Scott,,2006
OSCON,male,Jason Seifer,,2008
OSCON,male,Jason Stowe,,2010
OSCON,male,Jason Strimpel,,2014
OSCON,male,Jason Swartz,,2014
OSCON,male,Jason VanLue,,2011
OSCON,male,Jason van Zyl,,2005
OSCON,male,Jason Weathersby,,2009
OSCON,male,Jason W. May,,2001
OSCON,male,Jay Edwards,,2007
OSCON,male,Jay Janssen,,2012
OSCON,male,Jay Lyman,,2010
OSCON,male,Jay Parikh,,2013
OSCON,male,Jay Pfaffman,,2010
OSCON,male,Jay Phillips,,2008
OSCON,male,Jay Pipes,,2006
OSCON,male,Jay Pipes,,2007
OSCON,male,Jayson Falkner,,2004
OSCON,male,Jayson Minard,,2006
OSCON,male,J.D.  Keith,,2010
OSCON,male,Jean-Charles Lopez,,2014
OSCON,male,Jean-Louis Leroy,,2001
OSCON,male,Jean  Paoli,,2010
OSCON,male,Jean-Paul Bauer,,2008
OSCON,male,Jeff Arnold,,2009
OSCON,male,Jeff  Brown,,2010
OSCON,male,Jeff D. Almeida,,2001
OSCON,male,Jeff D. Almeida,,2003
OSCON,male,Jeff  Dworkin,,2010
OSCON,male,Jeff Gothelf,,2012
OSCON,male,Jeff Harrell,,2014
OSCON,male,Jeff  Hawkins,,2013
OSCON,male,"Jeff ""Hemos"" Bates",,2002
OSCON,male,Jeff Hobbs,,2001
OSCON,male,Jeff Hobbs,,2012
OSCON,male,Jeff Horwitz,,2003
OSCON,male,Jeff Horwitz,,2008
OSCON,male,Jeff Lawson,,2009
OSCON,male,Jeff Licquia,,2004
OSCON,male,Jeff McCune,,2010
OSCON,male,Jeff McCune,,2013
OSCON,male,Jeff Norris,,2004
OSCON,male,Jeff Ort,,2005
OSCON,male,Jeff Payne,,2013
OSCON,male,Jeff Pinyan,,2001
OSCON,male,Jeff Potts,,2011
OSCON,male,Jeff Potts,,2012
OSCON,male,Jeffrey Friedl,,2002
OSCON,male,Jeffrey Hammond,,2009
OSCON,male,Jeffrey Harris,,2006
OSCON,male,Jeffrey L.  Wishnie,,2008
OSCON,male,Jeffrey McManus,,2003
OSCON,male,Jeffrey McManus,,2004
OSCON,male,Jeffrey McManus,,2005
OSCON,male,Jeffrey Osier-Mixon,,2010
OSCON,male,Jeffrey Osier-Mixon,,2011
OSCON,male,Jeffrey Osier-Mixon,,2012
OSCON,male,Jeffrey Peckham,,2013
OSCON,male,Jeffrey Thalhammer,,2014
OSCON,male,Jeffrey W. Baker,,2001
OSCON,male,Jeff Waugh,,2004
OSCON,male,Jeff Waugh,,2005
OSCON,male,Jeff Waugh,,2006
OSCON,male,Jeff Waugh,,2007
OSCON,male,Jeff Waugh,,2008
OSCON,male,Jeff Wolski,,2014
OSCON,male,Jeff Zucker,,2005
OSCON,male,Jeff Zucker,,2006
OSCON,male,Jeremiah Peschka,,2011
OSCON,male,Jeremie Miller,,2002
OSCON,male,Jeremie Miller,,2007
OSCON,male,Jeremie Miller,,2011
OSCON,male,Jeremie Miller,,2012
OSCON,male,Jeremy Ashkenas,,2010
OSCON,male,Jeremy Boynes,,2004
OSCON,male,Jeremy Boynes,,2006
OSCON,male,Jeremy Brinkley,,2005
OSCON,male,Jeremy Cole,,2004
OSCON,male,Jeremy Cole,,2005
OSCON,male,Jeremy Cole,,2010
OSCON,male,Jeremy Custenborder,,2009
OSCON,male,Jeremy D. Zawodny,,2001
OSCON,male,Jeremy D. Zawodny,,2002
OSCON,male,Jeremy D. Zawodny,,2003
OSCON,male,Jeremy D. Zawodny,,2004
OSCON,male,Jeremy D. Zawodny,,2005
OSCON,male,Jeremy D. Zawodny,,2006
OSCON,male,Jeremy Grelle,,2010
OSCON,male,Jeremy  Hogan,,2008
OSCON,male,Jeremy Johnstone,,2006
OSCON,male,Jeremy Mikola,,2011
OSCON,male,Jeremy Pennycook,,2010
OSCON,male,Jeremy Pennycook,,2011
OSCON,male,Jeremy Ruston,,2008
OSCON,male,Jeremy White,,2004
OSCON,male,Jerome Petazzoni,,2014
OSCON,male,Jerry Carter,,2001
OSCON,male,Jerry Carter,,2008
OSCON,male,Jerry Gay,,2008
OSCON,male,Jesse Anderson,,2013
OSCON,male,Jesse Dougherty,,2002
OSCON,male,Jesse Dougherty,,2003
OSCON,male,Jesse Glick,,2002
OSCON,male,Jesse Tilly,,2002
OSCON,male,Jesse Vincent,,2007
OSCON,male,Jesse Vincent,,2008
OSCON,male,Jesse Vincent,,2009
OSCON,male,Jesse Vincent,,2010
OSCON,male,Jesse Vincent,,2011
OSCON,male,Jesse Vincent,,2013
OSCON,male,Jess Portnoy,,2014
OSCON,male,Jim Abbott,,2004
OSCON,male,Jim Baker,,2012
OSCON,male,Jim Blomo,,2013
OSCON,male,Jim Brandt,,2008
OSCON,male,Jim Brandt,,2009
OSCON,male,Jim Brandt,,2012
OSCON,male,Jim Buckmaster,,2006
OSCON,male,Jim Hugunin,,2004
OSCON,male,Jim Hugunin,,2005
OSCON,male,Jim Hugunin,,2006
OSCON,male,Jim Jagielski,,2005
OSCON,male,Jim Jagielski,,2006
OSCON,male,Jim Jagielski,,2012
OSCON,male,Jim Kent,,2002
OSCON,male,Jim McQuillan,,2001
OSCON,male,Jim McQuillan,,2004
OSCON,male,Jim Mlodgenski,,2008
OSCON,male,Jimmy Schementi,,2009
OSCON,male,Jimmy Wales,,2007
OSCON,male,Jim Oberholtzer,,2009
OSCON,male,Jim Perrin,,2014
OSCON,male,Jim Tommaney,,2014
OSCON,male,Jim Weirich,,2005
OSCON,male,Jim Whitehead,,2001
OSCON,male,Jim Winstead,,2001
OSCON,male,Jim Winstead,,2002
OSCON,male,Jim Winstead,,2004
OSCON,male,Jim Zemlin,,2007
OSCON,male,Jim Zemlin,,2008
OSCON,male,Jim Zemlin,,2009
OSCON,male,Jim Zemlin,,2011
OSCON,male,Jim Zemlin,,2013
OSCON,male,Jirka Kosek,,2001
OSCON,male,J. Michael Owen,,2001
OSCON,male,Joakim Recht,,2012
OSCON,male,Joakim Recht,,2013
OSCON,male,Joe Born,,2008
OSCON,male,Joe Bosworth,,2005
OSCON,male,Joe Bowser,,2011
OSCON,male,Joe Bowser,,2012
OSCON,male,Joe Bowser,,2013
OSCON,male,Joe Bowser,,2014
OSCON,male,Joe Brockmeier,,2007
OSCON,male,Joe Brockmeier,,2008
OSCON,male,Joe Brockmeier,,2009
OSCON,male,Joe Celko,,2004
OSCON,male,Joe Gregorio,,2007
OSCON,male,Joe Gregorio,,2008
OSCON,male,Joe Gregorio,,2009
OSCON,male,Joe Gregorio,,2010
OSCON,male,Joe Gregorio,,2012
OSCON,male,Joel Burton,,2004
OSCON,male,Joel Burton,,2005
OSCON,male,Joel Ebrahimi,,2010
OSCON,male,Joel Maher,,2009
OSCON,male,Joel Noble,,2004
OSCON,male,Joel Parker,,2011
OSCON,male,Joel Pobar,,2013
OSCON,male,Joel Webber,,2007
OSCON,male,Joe Monti,,2005
OSCON,male,Joe Pamer,,2010
OSCON,male,Joe Pamer,,2011
OSCON,male,Joe Picone,,2001
OSCON,male,Joe Walnes,,2005
OSCON,male,Joey Stanford,,2008
OSCON,male,Johan Euphrosine,,2013
OSCON,male,Johannes Ernst,,2005
OSCON,male,Johannes Schlueter,,2011
OSCON,male,Johannes Schlüter,,2011
OSCON,male,John A. De Goes,,2013
OSCON,male,John Anderson,,2004
OSCON,male,John Anderson,,2014
OSCON,male,Johnathan Nightingale,,2007
OSCON,male,John Bender,,2012
OSCON,male,John Bobowicz,,2003
OSCON,male,John Coggeshall,,2003
OSCON,male,John Coggeshall,,2006
OSCON,male,John Coggeshall,,2008
OSCON,male,John Coggeshall,,2014
OSCON,male,John David Duncan,,2012
OSCON,male,John De Vitis,,2005
OSCON,male,John Dickinson,,2011
OSCON,male,John Donagher,,2001
OSCON,male,John Downey,,2013
OSCON,male,John Forsyth,,2008
OSCON,male,John Goerzen,,2008
OSCON,male,John Goulah,,2011
OSCON,male,John Goulah,,2012
OSCON,male,John Graham-Cumming,,2011
OSCON,male,John Graham-Cumming,,2013
OSCON,male,John Griffith,,2014
OSCON,male,John Haines,,2001
OSCON,male,John Haller,,2011
OSCON,male,John Harrison,,2009
OSCON,male,John Hawley,,2010
OSCON,male,John Hawley,,2011
OSCON,male,John Hunt,,2012
OSCON,male,John Hurley,,2002
OSCON,male,John Igoe,,2012
OSCON,male,John Jacobsen,,2008
OSCON,male,John Jawed,,2012
OSCON,male,John Koenig,,2004
OSCON,male,John Koleszar,,2010
OSCON,male,John Lam,,2006
OSCON,male,John Lam,,2007
OSCON,male,John Lam,,2008
OSCON,male,John Mark Walker,,2008
OSCON,male,John Mark Walker,,2012
OSCON,male,John Mertic,,2010
OSCON,male,John Mertic,,2011
OSCON,male,John Mertic,,2012
OSCON,male,John Mone,,2012
OSCON,male,John Musser,,2012
OSCON,male,John Newton,,2011
OSCON,male,Johnny Diggz,,2011
OSCON,male,Johnny Diggz,,2013
OSCON,male,Johnny Hughes,,2014
OSCON,male,John Oleinik,,2005
OSCON,male,John Paul Ashenfelter,,2003
OSCON,male,John Paul Ashenfelter,,2004
OSCON,male,John Paul Ashenfelter,,2005
OSCON,male,John Paul Ashenfelter,,2006
OSCON,male,John Pugh,,2010
OSCON,male,John Resig,,2008
OSCON,male,John Roberts,,2005
OSCON,male,John Roberts,,2007
OSCON,male,John Rowell,,2007
OSCON,male,John Sarik,,2012
OSCON,male,John Scott,,2006
OSCON,male,John Scott,,2012
OSCON,male,John Sichi,,2008
OSCON,male,John S. Williams,,2001
OSCON,male,John Terpstra,,2006
OSCON,male,John Tigue,,2001
OSCON,male,John Todd,,2004
OSCON,male,John Todd,,2008
OSCON,male,John Viega,,2004
OSCON,male,John W. Adams,,2001
OSCON,male,John Willis,,2010
OSCON,male,John Woodell,,2009
OSCON,male,John Woodell,,2010
OSCON,male,Jonah Harris,,2014
OSCON,male,Jonas Bonér,,2010
OSCON,male,Jonas Bonér,,2012
OSCON,male,Jonathan Aldrich,,2011
OSCON,male,Jonathan Briggs,,2012
OSCON,male,Jonathan  Bryce,,2011
OSCON,male,Jonathan  Bryce,,2012
OSCON,male,Jonathan Edwards,,2010
OSCON,male,Jonathan Ellis,,2007
OSCON,male,Jonathan Ellis,,2009
OSCON,male,Jonathan Ellis,,2010
OSCON,male,Jonathan Ellis,,2012
OSCON,male,Jonathan Ellis,,2013
OSCON,male,Jonathan Kuperman,,2013
OSCON,male,Jonathan LeBlanc,,2012
OSCON,male,Jonathan LeBlanc,,2014
OSCON,male,Jonathan Oxer,,2006
OSCON,male,Jonathan Oxer,,2007
OSCON,male,Jonathan Oxer,,2013
OSCON,male,Jonathan Schwartz,,2005
OSCON,male,Jonathan Shapiro,,2010
OSCON,male,Jonathan Sharp,,2010
OSCON,male,Jonathan Stark,,2010
OSCON,male,Jonathan Steinert,,2009
OSCON,male,Jonathan Thurman,,2013
OSCON,male,Jonathan Worthington,,2007
OSCON,male,Jonathon Manning,,2011
OSCON,male,Jonathon Manning,,2012
OSCON,male,Jonathon Manning,,2013
OSCON,male,Jonathon Manning,,2014
OSCON,male,Jon Bjornstad,,2002
OSCON,male,Jon Cruz,,2011
OSCON,male,Jon Ferraiolo,,2008
OSCON,male,"Jon ""maddog"" Hall",,2002
OSCON,male,Jono Bacon,,2007
OSCON,male,Jono Bacon,,2008
OSCON,male,Jono Bacon,,2009
OSCON,male,Jono Bacon,,2011
OSCON,male,Jono Bacon,,2013
OSCON,male,Jono Bacon,,2014
OSCON,male,Jon Parise,,2001
OSCON,male,Jon Phillips,,2007
OSCON,male,Jon Roberts,,2013
OSCON,male,Jon S. Stevens,,2001
OSCON,male,Jon Tan,,2008
OSCON,male,Jon Tan,,2009
OSCON,male,Joonas Lehtinen,,2012
OSCON,male,Jordan Sissel,,2011
OSCON,male,Jorge Castro,,2012
OSCON,male,Jorge Castro,,2013
OSCON,male,Jorg Janke,,2005
OSCON,male,Jorg Janke,,2006
OSCON,male,Jos Boumans,,2002
OSCON,male,Jos Boumans,,2008
OSCON,male,Jos Boumans,,2009
OSCON,male,Jos Boumans,,2012
OSCON,male,Joseph Conway,,2003
OSCON,male,Joseph Conway,,2004
OSCON,male,Joseph  George,,2011
OSCON,male,Joseph  George,,2013
OSCON,male,Joseph Hall,,2010
OSCON,male,Joseph Hill,,2005
OSCON,male,Joseph Hill,,2006
OSCON,male,Joseph Hill,,2008
OSCON,male,Joseph Lewis,,2011
OSCON,male,Joseph Smarr,,2006
OSCON,male,Joseph Smarr,,2007
OSCON,male,Joseph Smarr,,2009
OSCON,male,Joseph Smarr,,2011
OSCON,male,Josh Adams,,2014
OSCON,male,Josh Bancroft,,2006
OSCON,male,Josh Barratt,,2014
OSCON,male,Josh Berkus,,2004
OSCON,male,Josh Berkus,,2005
OSCON,male,Josh Berkus,,2006
OSCON,male,Josh Berkus,,2007
OSCON,male,Josh Berkus,,2008
OSCON,male,Josh Berkus,,2009
OSCON,male,Josh Berkus,,2010
OSCON,male,Josh Berkus,,2013
OSCON,male,Josh Berkus,,2014
OSCON,male,Josh Bothun,,2012
OSCON,male,Josh Bressers,,2013
OSCON,male,Josh Cronemeyer,,2007
OSCON,male,Josh Cronemeyer,,2009
OSCON,male,Josh Heumann,,2006
OSCON,male,Josh Long,,2010
OSCON,male,Josh Long,,2012
OSCON,male,Josh Long,,2013
OSCON,male,Josh McAdams,,2008
OSCON,male,Josh Patterson,,2014
OSCON,male,Joshua Boverhof,,2004
OSCON,male,Joshua Boverhof,,2011
OSCON,male,Joshua Chamas,,2001
OSCON,male,Joshua Jensen,,2002
OSCON,male,Joshua Marinacci,,2008
OSCON,male,Joshua Marinacci,,2010
OSCON,male,Joshua Marinacci,,2011
OSCON,male,Joshua Marinacci,,2012
OSCON,male,Joshua Marinacci,,2013
OSCON,male,Joshua Marinacci,,2014
OSCON,male,Joshua  McKenty,,2012
OSCON,male,Joshua Timberman,,2010
OSCON,male,Joshua Timberman,,2011
OSCON,male,Joshua Timberman,,2013
OSCON,male,Josh West,,2012
OSCON,male,Juan Fernández,,2012
OSCON,male,Judson Valeski,,2001
OSCON,male,Juhan Sonin,,2009
OSCON,male,Juhan Sonin,,2014
OSCON,male,Julian Cash,,2009
OSCON,male,Justin Clarke,,2004
OSCON,male,Justin Colannino,,2012
OSCON,male,Justin Erenkrantz,,2002
OSCON,male,Justin Erenkrantz,,2003
OSCON,male,Justin Erenkrantz,,2004
OSCON,male,Justin Erenkrantz,,2005
OSCON,male,Justin Erenkrantz,,2006
OSCON,male,Justin Erenkrantz,,2007
OSCON,male,Justin Erenkrantz,,2009
OSCON,male,Justin Erenkrantz,,2010
OSCON,male,Justin Fitzhugh,,2008
OSCON,male,Justin Gallardo,,2007
OSCON,male,Justin Hileman,,2013
OSCON,male,Justin Martenstein,,2012
OSCON,male,Justin Mattson,,2010
OSCON,male,Justin McWilliams,,2012
OSCON,male,Justin Miller,,2012
OSCON,male,Justin Miller,,2014
OSCON,male,Justin Ryan,,2014
OSCON,male,Jyri Virkki,,2009
OSCON,male,Kaj Arnö,,2001
OSCON,male,Kaj Arnö,,2002
OSCON,male,Kaj Arnö,,2007
OSCON,male,Kane McLean,,2012
OSCON,male,Kapil Thangavelu,,2002
OSCON,male,K. Ari Krupnikov,,2001
OSCON,male,Karim R. Lakhani,,2002
OSCON,male,Karl Fogel,,2001
OSCON,male,Karl Fogel,,2006
OSCON,male,Karl Fogel,,2007
OSCON,male,Karl Fogel,,2008
OSCON,male,Karl Fogel,,2010
OSCON,male,Karl Fogel,,2012
OSCON,male,Karl Lehenbauer,,2001
OSCON,male,Karl Naden,,2011
OSCON,male,Karl Schendel Jr.,,2005
OSCON,male,Karl Schroeder,,2009
OSCON,male,Karsten Wade,,2010
OSCON,male,Karsten Wade,,2014
OSCON,male,Kasper van Beem,,2005
OSCON,male,Kaushik Srenevasan,,2014
OSCON,male,Kees Cook,,2005
OSCON,male,Kees Cook,,2006
OSCON,male,Kees Cook,,2007
OSCON,male,Keith Beattie,,2008
OSCON,male,Keith Bergelt,,2008
OSCON,male,Keith Bergelt,,2009
OSCON,male,Keith Bergelt,,2010
OSCON,male,Keith Fahlgren,,2012
OSCON,male,Keith Fiske,,2014
OSCON,male,Keith Fredericks,,2002
OSCON,male,Keith Jackson,,2003
OSCON,male,Keith Lofstrom,,2010
OSCON,male,Keith Packard,,2008
OSCON,male,Keith Sutton,,2011
OSCON,male,Keith Wesolowski,,2005
OSCON,male,Ken Brush,,2003
OSCON,male,Ken Drachnik,,2009
OSCON,male,Ken Sipe,,2008
OSCON,male,Ken Tabor,,2013
OSCON,male,Kent Beck,,2004
OSCON,male,Kent Hoxsey,,2002
OSCON,male,Ken VanDine,,2007
OSCON,male,Ken Walker,,2014
OSCON,male,Ken Williams,,2001
OSCON,male,Ken Williams,,2002
OSCON,male,Ken Yagen,,2009
OSCON,male,Kevin Altis,,2002
OSCON,male,Kevin Altis,,2005
OSCON,male,Kevin Bedell,,2005
OSCON,male,Kevin Cochrane,,2006
OSCON,male,Kevin Czap,,2005
OSCON,male,Kevin Falcone,,2007
OSCON,male,Kevin Falcone,,2010
OSCON,male,Kevin Falcone,,2011
OSCON,male,Kevin Falcone,,2012
OSCON,male,Kevin Henrikson,,2007
OSCON,male,Kevin Henrikson,,2008
OSCON,male,Kevin Hoyt,,2010
OSCON,male,Kevin Kenan,,2008
OSCON,male,Kevin Kluge,,2013
OSCON,male,Kevin Kluge,,2014
OSCON,male,Kevin Lenzo,,2001
OSCON,male,Kevin Lynagh,,2012
OSCON,male,Kevin Marks,,2009
OSCON,male,Kevin Noreen,,2006
OSCON,male,Kevin Noreen,,2007
OSCON,male,Kevin Scaldeferri,,2005
OSCON,male,Kevin Scaldeferri,,2008
OSCON,male,Kevin Schroeder,,2011
OSCON,male,Kevin Shockey,,2005
OSCON,male,Kevin Shockey,,2006
OSCON,male,Kevin Shockey,,2010
OSCON,male,Kevin Shockey,,2012
OSCON,male,Kevin van Vechten,,2005
OSCON,male,Kevin Weil,,2010
OSCON,male,Kevin Whinnery,,2010
OSCON,male,Kip Hampton,,2001
OSCON,male,Kip Hampton,,2002
OSCON,male,Kip Hampton,,2003
OSCON,male,Kip Hampton,,2004
OSCON,male,Kipp Bradford,,2013
OSCON,male,Kirill Grouchnikov,,2007
OSCON,male,Kirill Kolyshkin,,2009
OSCON,male,Kirk Pepperdine,,2012
OSCON,male,K Lars  Lohn,,2009
OSCON,male,Kristopher Wallsmith,,2011
OSCON,male,K.S. Bhaskar,,2010
OSCON,male,Kurt Bollacker,,2012
OSCON,male,Kurt Cagle,,2007
OSCON,male,Kurt Starsinic,,2002
OSCON,male,Kurt von Finck,,2009
OSCON,male,Lance Albertson,,2009
OSCON,male,Lance Albertson,,2010
OSCON,male,Lance Albertson,,2011
OSCON,male,Lance Albertson,,2012
OSCON,male,Lance Albertson,,2014
OSCON,male,Lance Obermeyer,,2005
OSCON,male,Lane Becker,,2002
OSCON,male,Langdon White,,2012
OSCON,male,Langdon White,,2014
OSCON,male,Larry Augustin,,2009
OSCON,male,Larry Karnowski,,2002
OSCON,male,Larry Wall,,2001
OSCON,male,Larry Wall,,2002
OSCON,male,Larry Wall,,2003
OSCON,male,Larry Wall,,2004
OSCON,male,Larry Wall,,2005
OSCON,male,Larry Wall,,2006
OSCON,male,Larry Wall,,2007
OSCON,male,Larry Wall,,2008
OSCON,male,Larry Wall,,2009
OSCON,male,Larry Wall,,2011
OSCON,male,Larry Wall,,2012
OSCON,male,Larry Wall,,2013
OSCON,male,Lars Kurth,,2009
OSCON,male,Lars Kurth,,2010
OSCON,male,Lars Kurth,,2013
OSCON,male,Lars Thalmann,,2006
OSCON,male,Lars Thalmann,,2011
OSCON,male,Lasse Andresen,,2011
OSCON,male,Lawrence Lessig,,2002
OSCON,male,Lawrence Rosen,,2002
OSCON,male,Lawrence Rosen,,2005
OSCON,male,Leif Hedstrom,,2010
OSCON,male,Leif Hedstrom,,2011
OSCON,male,Lennart Regebro,,2009
OSCON,male,Leo Hsu,,2009
OSCON,male,Leonardo Rochael Almeida,,2002
OSCON,male,Leon Brocard,,2001
OSCON,male,Leon Brocard,,2002
OSCON,male,Leon Brocard,,2003
OSCON,male,Leon Stein,,2012
OSCON,male,Lew Moorman,,2010
OSCON,male,Lew  Tucker,,2012
OSCON,male,Lincoln D. Stein,,2001
OSCON,male,Lincoln D. Stein,,2002
OSCON,male,Lino Ramirez,,2007
OSCON,male,Llewellyn Falco,,2012
OSCON,male,Loïc Hoguin,,2012
OSCON,male,Louis Danuser,,2010
OSCON,male,Louis Suarez-Potts,,2003
OSCON,male,Louis Suarez-Potts,,2008
OSCON,male,Louis Suarez-Potts,,2009
OSCON,male,Louis Suarez-Potts,,2010
OSCON,male,Lucas Carlson,,2011
OSCON,male,Lucas Carlson,,2013
OSCON,male,Lucas Nealan,,2008
OSCON,male,Luciano Ramalho,,2002
OSCON,male,Luciano Ramalho,,2013
OSCON,male,Luciano Ramalho,,2014
OSCON,male,Luis Ibanez,,2010
OSCON,male,Luis Ibanez,,2012
OSCON,male,Luís Soares,,2012
OSCON,male,Luke Closs,,2011
OSCON,male,Luke Kanies,,2006
